gene	gene_id	chromosome	start_position	end_position	oe_lof	oe_lof_lower	oe_lof_upper	oe_lof_upper_bin	p_cnv	p_dnw	p_mupit	min_p	p_comb	p_comb_adj_ihw	p_comb_fdr
ARHGAP33	ENSG00000004777	19	36265434	36279724	0.25997	0.171	0.406	1	1	1	1	1	1	1	1
PSMB7	ENSG00000136930	9	127115745	127177723	0.085679	0.029	0.406	1	1	1	1	1	1	1	1
FGF13	ENSG00000129682	X	137713735	138304939	0.085534	0.029	0.406	1	1	1	1	1	1	1	1
ZC3H6	ENSG00000188177	2	113033171	113097640	0.23923	0.147	0.406	1	0.115388	1	1	1	0.364563183899362	1	1
ABHD13	ENSG00000139826	13	108870727	108886603	0.085594	0.029	0.406	1	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
RPL14	ENSG00000188846	3	40498783	40503861	0.085493	0.029	0.406	1	1	1	1	1	1	1	1
GABRA4	ENSG00000109158	4	46920917	46996424	0.17738	0.086	0.406	1	0.346265	1	1	1	0.713496657776071	1	1
MAPKBP1	ENSG00000137802	15	42066632	42120053	0.28634	0.205	0.406	1	1	1	1	1	1	1	1
MAPRE2	ENSG00000166974	18	32556892	32723434	0.15709	0.071	0.406	1	0.336866	0.0512070556453968	1	0.0512070556453968	0.0872836780806205	1	0.838631015071908
YIPF6	ENSG00000181704	X	67718165	67757127	0	0	0.406	1	1	1	1	1	1	1	1
UHMK1	ENSG00000152332	1	162467041	162499419	0.1571	0.071	0.406	1	0.348065	1	1	1	0.715400978986191	1	1
C4B	ENSG00000224389	6	31982539	32003195	0.157	0.071	0.406	1	1	1	1	1	1	1	1
OTC	ENSG00000036473	X	38211798	38280703	0.12883	0.052	0.406	1	1	1	1	1	1	1	1
SERINC3	ENSG00000132824	20	43124862	43150750	0.17735	0.086	0.406	1	1	1	1	1	1	1	1
ATP11B	ENSG00000058063	3	182511288	182639423	0.27645	0.192	0.406	1	0.0391961	1	1	1	0.166159245861393	1	1
MECP2	ENSG00000169057	X	153287024	153363212	0.085755	0.029	0.407	1	1	1	1	1	1	1	1
MCU	ENSG00000156026	10	74451889	74647452	0.15733	0.071	0.407	1	1	1	1	1	1	1	1
LMOD1	ENSG00000163431	1	201865580	201915715	0.12931	0.052	0.407	1	1	1	1	1	1	1	1
ATP8B2	ENSG00000143515	1	154298029	154323783	0.27124	0.185	0.407	1	1	1	1	1	1	1	1
HSPA5	ENSG00000044574	9	127997132	128003609	0.17801	0.087	0.407	1	1	1	1	1	1	1	1
CAP2	ENSG00000112186	6	17393447	17558023	0.19342	0.1	0.407	1	0.121688	1	1	1	0.377998812205933	1	1
ELOVL4	ENSG00000118402	6	80624529	80657297	0.15738	0.071	0.407	1	1	1	1	1	1	1	1
LRRC47	ENSG00000130764	1	3696784	3713068	0.12931	0.052	0.407	1	0.112789	1	1	1	0.358921268358067	1	1
TAF7	ENSG00000178913	5	140698057	140700330	0.085777	0.029	0.407	1	1	1	1	1	1	1	1
HEY2	ENSG00000135547	6	126068810	126082415	0.085836	0.03	0.407	1	0.562144	1	1	1	0.885937389194672	1	1
RNGTT	ENSG00000111880	6	89319985	89673348	0.22569	0.131	0.407	1	0.117688	1	1	1	0.36950715835014	1	1
MAPK6	ENSG00000069956	15	52244303	52358462	0.19366	0.1	0.407	1	1	1	1	1	1	1	1
KLC1	ENSG00000126214	14	104028233	104167888	0.2259	0.132	0.408	1	1	1	1	1	1	1	1
MYOG	ENSG00000122180	1	203052260	203055164	0	0	0.408	1	1	0.031014277472971	1	0.031014277472971	0.13873640365186	1	1
MYSM1	ENSG00000162601	1	59120411	59165764	0.25692	0.166	0.408	1	1	1	1	1	1	1	1
PELI2	ENSG00000139946	14	56584532	56768244	0.15781	0.071	0.408	1	0.265473	1	1	1	0.617554479203926	1	1
MAP3K9	ENSG00000006432	14	71189243	71276251	0.24627	0.154	0.408	1	1	0.0763386325038724	1	0.0763386325038724	0.272725577429642	1	1
FSCN1	ENSG00000075618	7	5632439	5646286	0.12971	0.052	0.408	1	0.0122988	1	1	1	0.0663920411584679	1	0.769735870491773
FAM171B	ENSG00000144369	2	187558698	187630685	0.21699	0.122	0.408	1	1	1	1	1	1	1	1
GAK	ENSG00000178950	4	843064	926161	0.27221	0.185	0.408	1	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
KIAA1551	ENSG00000174718	12	32112304	32146039	0.26838	0.181	0.408	1	1	1	1	1	1	1	1
PRPF38A	ENSG00000134748	1	52870236	52886511	0.17815	0.087	0.408	1	1	1	0.0108161037588922	0.0108161037588922	0.0597775679525789	1	0.718519761885782
LPCAT4	ENSG00000176454	15	34651106	34659479	0.21723	0.123	0.408	1	1	1	1	1	1	1	1
SCNN1G	ENSG00000166828	16	23194036	23228204	0.21723	0.123	0.408	1	0.344566	1	1	1	0.711690606764682	1	1
ISL1	ENSG00000016082	5	50678921	50690564	0.1297	0.052	0.408	1	0.341866	1	1	1	0.708803232512972	1	1
RALGPS2	ENSG00000116191	1	178694300	178889238	0.23395	0.14	0.408	1	1	1	1	1	1	1	1
TNFSF12	ENSG00000239697	17	7452208	7464925	0.17842	0.087	0.408	1	0.112789	1	1	1	0.358921268358067	1	1
TNFSF12-TNFSF13	ENSG00000248871	17	7452416	7464918	0.17842	0.087	0.408	1	0.112789	1	1	1	0.358921268358067	1	1
GRIK4	ENSG00000149403	11	120382468	120859613	0.24721	0.155	0.409	1	0.119988	1	1	1	0.374406180581557	1	1
CLDN5	ENSG00000184113	22	19510547	19515068	0	0	0.409	1	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
HOXB3	ENSG00000120093	17	46626232	46682274	0.086192	0.03	0.409	1	0.00179982	1	1	1	0.0131748059019932	1	0.241332775668477
ARHGAP1	ENSG00000175220	11	46698630	46722165	0.17869	0.087	0.409	1	0.336966	1	1	1	0.70350859891319	1	1
TSGA10	ENSG00000135951	2	99613724	99771427	0.2474	0.155	0.409	1	1	1	1	1	1	1	1
RPL35A	ENSG00000182899	3	197676858	197683481	0	0	0.409	1	1	1	1	1	1	1	1
GNA13	ENSG00000120063	17	63006833	63052957	0.12994	0.052	0.409	1	1	1	1	1	1	1	1
IRX3	ENSG00000177508	16	54317216	54320675	0.086201	0.03	0.409	1	1	1	1	1	1	1	1
SESN3	ENSG00000149212	11	94898704	94965705	0.19475	0.101	0.409	1	1	1	1	1	1	1	1
JPH1	ENSG00000104369	8	75146935	75233563	0.17874	0.087	0.409	1	1	1	1	1	1	1	1
DCP1A	ENSG00000162290	3	53317447	53381654	0.19428	0.101	0.409	1	1	1	1	1	1	1	1
MAP3K10	ENSG00000130758	19	40697651	40721482	0.20723	0.112	0.409	1	1	1	1	1	1	1	1
HEPACAM	ENSG00000165478	11	124789089	124806308	0.12983	0.052	0.409	1	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
EMX1	ENSG00000135638	2	73143389	73162020	0	0	0.409	1	1	1	1	1	1	1	1
DENND2A	ENSG00000146966	7	140218220	140373793	0.253	0.161	0.41	1	1	1	1	1	1	1	1
KCNQ4	ENSG00000117013	1	41249684	41306124	0.21825	0.123	0.41	1	1	1	1	1	1	1	1
SRRM4	ENSG00000139767	12	119419300	119600856	0.2185	0.123	0.41	1	1	1	1	1	1	1	1
ZC3H3	ENSG00000014164	8	144519825	144623623	0.2181	0.123	0.41	1	1	1	1	1	1	1	1
CCND1	ENSG00000110092	11	69455855	69469242	0.086423	0.03	0.41	1	0.118188	1	1	1	0.370575956832753	1	1
ZNF750	ENSG00000141579	17	80787311	80798454	0.13017	0.052	0.41	1	0.338066	1	1	1	0.704703355998645	1	1
KIAA1109	ENSG00000138688	4	123073488	123283913	0.34174	0.286	0.41	1	1	0.000620855208621703	1	0.000620855208621703	0.00520550627221022	1	0.130798565324109
CDH20	ENSG00000101542	18	59000815	59223006	0.21893	0.124	0.411	1	1	1	1	1	1	1	1
AAMP	ENSG00000127837	2	219128850	219134980	0.17941	0.087	0.411	1	0.343966	1	1	1	0.711050802289984	1	1
BMP6	ENSG00000153162	6	7727030	7881655	0.17967	0.087	0.411	1	0.154585	1	0.0113804099975823	0.0113804099975823	0.0129178808772805	1	0.241332775668477
MMP24	ENSG00000125966	20	33814457	33864801	0.19545	0.101	0.411	1	0.340666	1	1	1	0.707513120238184	1	1
PCGF2	ENSG00000056661	17	36890150	36906070	0.1306	0.052	0.411	1	0.346965	1	1	1	0.714238336332586	1	1
NACAD	ENSG00000136274	7	45120037	45128513	0.24225	0.148	0.411	1	0.126687	1	1	1	0.38842687758425	1	1
RNF10	ENSG00000022840	12	120971283	121015397	0.24219	0.148	0.411	1	1	1	1	1	1	1	1
LMO7	ENSG00000136153	13	76194570	76434004	0.28817	0.205	0.411	1	1	1	1	1	1	1	1
PLCG1	ENSG00000124181	20	39765600	39811629	0.29223	0.211	0.411	1	0.334667	1	1	1	0.700999947695979	1	1
ZNF652	ENSG00000198740	17	47366568	47439835	0.15883	0.071	0.411	1	0.0393961	1	1	1	0.166806572077592	1	1
CLIP3	ENSG00000105270	19	36505562	36524245	0.19526	0.101	0.411	1	1	1	1	1	1	1	1
PPP6R2	ENSG00000100239	22	50781733	50883514	0.24219	0.148	0.411	1	0.00019998	1	1	1	0.00190326829341939	1	0.0635596919528657
PTH1R	ENSG00000160801	3	46919236	46945287	0.20842	0.113	0.411	1	0.564644	1	1	1	0.887371831428823	1	1
HSPG2	ENSG00000142798	1	22148738	22263790	0.34121	0.283	0.412	1	0.462354	1	1	1	0.81902517901855	1	1
FTSJ3	ENSG00000108592	17	61896793	61907372	0.2591	0.168	0.412	1	0.050495	1	0.0233297432643182	0.0233297432643182	0.00912259665555929	1	0.203140055142112
KCTD10	ENSG00000110906	12	109886461	109915349	0.13088	0.053	0.412	1	1	1	1	1	1	1	1
HDAC3	ENSG00000171720	5	141000443	141016437	0.20883	0.113	0.412	1	1	1	1	1	1	1	1
KLHL9	ENSG00000198642	9	21329670	21335379	0.15926	0.072	0.412	1	1	1	1	1	1	1	1
PTOV1	ENSG00000104960	19	50353992	50364001	0.17992	0.088	0.412	1	0.568643	1	1	1	0.889643371386062	1	1
EML5	ENSG00000165521	14	89078775	89259096	0.30707	0.231	0.412	1	0.340166	1	1	1	0.706974326753308	1	1
ITGAL	ENSG00000005844	16	30483979	30534506	0.27435	0.187	0.412	1	0.565143	1	1	1	0.887656819357575	1	1
WDR37	ENSG00000047056	10	1095478	1178237	0.2089	0.113	0.412	1	0.349165	1	1	1	0.716560145271835	1	1
MEX3C	ENSG00000176624	18	48700920	48744674	0.131	0.053	0.412	1	1	1	1	1	1	1	1
KCTD3	ENSG00000136636	1	215740735	215795149	0.24877	0.156	0.412	1	1	1	1	1	1	1	1
MYCN	ENSG00000134323	2	16080686	16087129	0.086748	0.03	0.412	1	1	1	1	1	1	1	1
PLEKHG1	ENSG00000120278	6	150920999	151164799	0.26759	0.178	0.412	1	0.0110989	1	1	1	0.0610540419486747	1	0.72934315077082
SMG5	ENSG00000198952	1	156219015	156252620	0.26755	0.178	0.412	1	1	1	1	1	1	1	1
UHRF1BP1L	ENSG00000111647	12	100422233	100536626	0.27455	0.187	0.412	1	1	1	1	1	1	1	1
FYB	ENSG00000082074	5	39105338	39274630	0.23607	0.141	0.412	1	1	1	1	1	1	1	1
NCALD	ENSG00000104490	8	102698771	103137135	0	0	0.413	1	1	0.0081287471041848	1	0.0081287471041848	0.047247110834869	1	0.598286798612784
PABPC5	ENSG00000174740	X	90689594	90693583	0	0	0.413	1	1	1	1	1	1	1	1
IBTK	ENSG00000005700	6	82879700	82957471	0.27872	0.192	0.413	1	1	1	1	1	1	1	1
LEMD2	ENSG00000161904	6	33738979	33756913	0.18044	0.088	0.413	1	1	1	1	1	1	1	1
ZNF513	ENSG00000163795	2	27600098	27603657	0.15985	0.072	0.413	1	1	1	1	1	1	1	1
FLRT2	ENSG00000185070	14	85996488	86095034	0.15972	0.072	0.413	1	1	1	1	1	1	1	1
SBNO2	ENSG00000064932	19	1107636	1174282	0.27175	0.183	0.413	1	0.0213979	1	1	1	0.103661323970632	1	0.933827515844309
CACNG7	ENSG00000105605	19	54412589	54447195	0.08712	0.03	0.413	1	1	1	1	1	1	1	1
SLC38A4	ENSG00000139209	12	47158546	47226191	0.20939	0.114	0.413	1	1	1	1	1	1	1	1
MLF2	ENSG00000089693	12	6857170	6876641	0.13128	0.053	0.413	1	1	1	1	1	1	1	1
B3GNT2	ENSG00000170340	2	62423248	62451866	0.087102	0.03	0.413	1	0.338666	1	1	1	0.705353532354721	1	1
TAF4B	ENSG00000141384	18	23805900	23971649	0.2364	0.142	0.413	1	0.336866	1	1	1	0.703399806749037	1	1
DTX3	ENSG00000178498	12	57998405	58003587	0.087037	0.03	0.413	1	0.0414959	1	1	1	0.173542520191309	1	1
CD2AP	ENSG00000198087	6	47445525	47594999	0.23683	0.142	0.413	1	1	1	1	1	1	1	1
GCC2	ENSG00000135968	2	109065017	109125871	0.29801	0.217	0.414	1	0.0386961	1	1	1	0.16453645410756	1	1
SV2A	ENSG00000159164	1	149874870	149889434	0.23702	0.142	0.414	1	1	1	1	1	1	1	1
LMNB1	ENSG00000113368	5	126112315	126172712	0.20982	0.114	0.414	1	0.564744	1	1	1	0.887428978557701	1	1
C1orf21	ENSG00000116667	1	184356192	184598154	0	0	0.414	1	1	1	1	1	1	1	1
SUB1	ENSG00000113387	5	32531739	32604185	0	0	0.414	1	0.347365	1	1	1	0.714661518397803	1	1
DCP2	ENSG00000172795	5	112312399	112356667	0.1967	0.102	0.414	1	1	1	1	1	1	1	1
ST13	ENSG00000100380	22	41220539	41253026	0.19701	0.102	0.414	1	1	1	1	1	1	1	1
HCCS	ENSG00000004961	X	11129421	11141198	0.087302	0.03	0.414	1	1	1	1	1	1	1	1
IDE	ENSG00000119912	10	94211441	94333833	0.27254	0.184	0.414	1	0.336766	1	1	1	0.703290984899489	1	1
TMED2	ENSG00000086598	12	124069078	124083116	0	0	0.414	1	1	1	1	1	1	1	1
FAM205A	ENSG00000205108	9	34723052	34729464	0.22972	0.134	0.414	1	1	1	1	1	1	1	1
ST8SIA3	ENSG00000177511	18	55018044	55038962	0.13153	0.053	0.414	1	1	1	1	1	1	1	1
HSF1	ENSG00000185122	8	145515280	145538385	0.18106	0.088	0.414	1	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
FEZ1	ENSG00000149557	11	125315646	125366213	0.18078	0.088	0.414	1	9.999e-05	1	0.00221515823249865	0.00221515823249865	3.61541281117595e-06	0.0429605063454272	0.00330500379695927
ZBTB41	ENSG00000177888	1	197122810	197169672	0.23739	0.142	0.414	1	0.125287	1	1	1	0.385526663208312	1	1
RRM2	ENSG00000171848	2	10262455	10271545	0.18135	0.088	0.415	1	1	1	1	1	1	1	1
NEMF	ENSG00000165525	14	50249997	50319921	0.28795	0.203	0.415	1	1	0.0497481347000475	1	0.0497481347000475	0.199031457240902	1	1
GRM1	ENSG00000152822	6	146348782	146758734	0.24479	0.15	0.415	1	0.00529947	1	1	1	0.0330694795774637	1	0.462370574980751
SEL1L3	ENSG00000091490	4	25749055	25865382	0.2766	0.188	0.415	1	1	1	1	1	1	1	1
GLIS2	ENSG00000126603	16	4364762	4389598	0.13168	0.053	0.415	1	0.0421958	1	1	1	0.17576384482882	1	1
LMX1B	ENSG00000136944	9	129376722	129463311	0.18121	0.088	0.415	1	1	1	1	1	1	1	1
SOX17	ENSG00000164736	8	55370495	55373448	0.087561	0.03	0.415	1	1	1	1	1	1	1	1
FAM98A	ENSG00000119812	2	33808725	33824449	0.21042	0.114	0.415	1	1	1	1	1	1	1	1
USP22	ENSG00000124422	17	20902910	20947073	0.21004	0.114	0.415	1	1	1	1	1	1	1	1
BUB3	ENSG00000154473	10	124913793	124924886	0.16091	0.072	0.416	1	0.342866	1	1	1	0.709875107807156	1	1
EIF3J	ENSG00000104131	15	44829255	44855227	0.13202	0.053	0.416	1	1	1	1	1	1	1	1
RAB1B	ENSG00000174903	11	66036004	66044963	0.087675	0.03	0.416	1	1	1	1	1	1	1	1
OSBPL8	ENSG00000091039	12	76745577	76953589	0.27007	0.18	0.416	1	0.277372	1	1	1	0.63307266383677	1	1
NEUROD6	ENSG00000164600	7	31377075	31380508	0.087643	0.03	0.416	1	1	1	1	1	1	1	1
HOXA10	ENSG00000253293	7	27210210	27219880	0.087645	0.03	0.416	1	0.0124988	1	1	1	0.0672700744438601	1	0.769735870491773
ZNF787	ENSG00000142409	19	56598732	56632649	0	0	0.416	1	1	1	1	1	1	1	1
GPRASP1	ENSG00000198932	X	101906294	101914011	0.23056	0.134	0.416	1	1	1	1	1	1	1	1
ARPC1A	ENSG00000241685	7	98923521	98985787	0.18194	0.089	0.416	1	0.0393961	1	1	1	0.166806572077592	1	1
LRP4	ENSG00000134569	11	46878419	46940193	0.30655	0.228	0.416	1	1	1	1	1	1	1	1
PDE7B	ENSG00000171408	6	136172834	136516712	0.21054	0.114	0.416	1	0.0144986	1	1	1	0.0758813690116866	1	0.769735870491773
LRRTM2	ENSG00000146006	5	138204612	138211057	0.16095	0.072	0.416	1	1	1	1	1	1	1	1
LINGO2	ENSG00000174482	9	27948076	28670283	0.132	0.053	0.416	1	1	1	1	1	1	1	1
FAM53B	ENSG00000189319	10	126307861	126432838	0.13227	0.053	0.416	1	0.0134987	1	1	1	0.0716127888648935	1	0.769735870491773
SLC25A12	ENSG00000115840	2	172640880	172864766	0.23817	0.143	0.416	1	0.039896	1	1	1	0.168420134591616	1	1
ZNF746	ENSG00000181220	7	149169885	149194908	0.19781	0.102	0.416	1	1	1	1	1	1	1	1
NEDD1	ENSG00000139350	12	97301001	97347129	0.22173	0.125	0.416	1	1	1	1	1	1	1	1
HPCAL1	ENSG00000115756	2	10443015	10567743	0	0	0.416	1	1	1	1	1	1	1	1
ADAM9	ENSG00000168615	8	38854388	38962663	0.26249	0.17	0.417	1	1	1	1	1	1	1	1
CLVS1	ENSG00000177182	8	61969717	62414204	0.13251	0.053	0.417	1	0.220478	1	1	1	0.553831335328608	1	1
ZNF606	ENSG00000166704	19	58488421	58514717	0.22203	0.125	0.417	1	0.342366	1	1	1	0.709339535266542	1	1
ACO2	ENSG00000100412	22	41865129	41924993	0.23899	0.143	0.417	1	0.119588	1	1	1	0.37355736768961	1	1
NOG	ENSG00000183691	17	54671060	54672951	0	0	0.417	1	1	1	1	1	1	1	1
CCNY	ENSG00000108100	10	35535953	35860852	0.16129	0.072	0.417	1	0.117688	1	1	1	0.36950715835014	1	1
FMR1	ENSG00000102081	X	146993469	147032645	0.19826	0.103	0.417	1	1	1	1	1	1	1	1
RTN2	ENSG00000125744	19	45988547	46000319	0.22212	0.125	0.417	1	1	1	1	1	1	1	1
CRAMP1L	ENSG00000007545	16	1662326	1727909	0.25749	0.164	0.417	1	1	1	1	1	1	1	1
AKT2	ENSG00000105221	19	40736224	40791443	0.19852	0.103	0.417	1	1	1	1	1	1	1	1
GNPAT	ENSG00000116906	1	231376953	231413719	0.23114	0.135	0.417	1	0.118188	1	1	1	0.370575956832753	1	1
LRBA	ENSG00000198589	4	151185594	151936879	0.32889	0.261	0.417	1	1	0.184052860997628	1	0.184052860997628	0.495568268468925	1	1
CRTC1	ENSG00000105662	19	18794487	18893004	0.21172	0.115	0.418	1	0.117088	1	1	1	0.368221795342138	1	1
FKBP5	ENSG00000096060	6	35541362	35696360	0.18264	0.089	0.418	1	1	1	1	1	1	1	1
INSM2	ENSG00000168348	14	36003248	36006260	0.088195	0.03	0.418	1	1	1	1	1	1	1	1
CDK8	ENSG00000132964	13	26828276	26979375	0.22265	0.126	0.418	1	1	1	1	1	1	1	1
PITX1	ENSG00000069011	5	134363425	134370503	0.088062	0.03	0.418	1	1	1	1	1	1	1	1
EI24	ENSG00000149547	11	125439112	125454575	0.18269	0.089	0.418	1	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
GPCPD1	ENSG00000125772	20	5525085	5591672	0.23963	0.143	0.418	1	0.0367963	1	1	1	0.15831085502559	1	1
IPO11	ENSG00000086200	5	61699799	61924409	0.28208	0.194	0.418	1	0.116488	1	1	1	0.36693335771013	1	1
ANKRD62	ENSG00000181626	18	12093852	12129748	0.2314	0.135	0.418	1	0.0394961	1	1	1	0.167129854113959	1	1
ABI1	ENSG00000136754	10	27035522	27150016	0.199	0.103	0.418	1	0.040096	1	0.0125514674072339	0.0125514674072339	0.00432524718926282	1	0.119298520534883
CCNF	ENSG00000162063	16	2479395	2508855	0.24701	0.151	0.419	1	1	1	1	1	1	1	1
DAB2	ENSG00000153071	5	39371780	39462402	0.22286	0.126	0.419	1	1	1	1	1	1	1	1
FNDC4	ENSG00000115226	2	27714750	27718112	0.088342	0.03	0.419	1	1	1	1	1	1	1	1
KITLG	ENSG00000049130	12	88886570	88974628	0.13321	0.053	0.419	1	0.125487	1	1	1	0.385941933294397	1	1
CDH10	ENSG00000040731	5	24487209	24645087	0.23202	0.135	0.419	1	1	1	1	1	1	1	1
FAM214B	ENSG00000005238	9	35104109	35116338	0.16193	0.073	0.419	1	1	1	1	1	1	1	1
MYO6	ENSG00000196586	6	76458909	76629254	0.29985	0.218	0.419	1	1	1	1	1	1	1	1
FRMD7	ENSG00000165694	X	131211021	131262048	0.1831	0.089	0.419	1	1	1	1	1	1	1	1
APP	ENSG00000142192	21	27252861	27543446	0.25868	0.165	0.419	1	1	1	1	1	1	1	1
SCYL2	ENSG00000136021	12	100660918	100735502	0.25336	0.158	0.419	1	1	1	1	1	1	1	1
GPR107	ENSG00000148358	9	132815705	132902448	0.23247	0.135	0.419	1	1	1	1	1	1	1	1
ELAC1	ENSG00000141642	18	48494361	48514491	0.088313	0.03	0.419	1	1	1	1	1	1	1	1
ZNF280D	ENSG00000137871	15	56922379	57210769	0.25858	0.165	0.419	1	1	1	1	1	1	1	1
NUP160	ENSG00000030066	11	47799639	47870107	0.30413	0.223	0.419	1	1	1	1	1	1	1	1
ZNF202	ENSG00000166261	11	123594885	123612383	0.2121	0.115	0.419	1	0.00019998	1	1	1	0.00190326829341939	1	0.0635596919528657
DUSP4	ENSG00000120875	8	29190581	29208185	0.088245	0.03	0.419	1	1	1	1	1	1	1	1
KDELR1	ENSG00000105438	19	48885827	48894810	0.08833	0.03	0.419	1	1	1	1	1	1	1	1
C6orf106	ENSG00000196821	6	34555065	34664636	0.13302	0.053	0.419	1	1	1	1	1	1	1	1
MIER1	ENSG00000198160	1	67390578	67454302	0.23245	0.135	0.419	1	1	1	1	1	1	1	1
NDST2	ENSG00000166507	10	75561669	75571589	0.24682	0.151	0.419	1	1	0.0534247445694233	1	0.0534247445694233	0.209931532546756	1	1
BCL2L11	ENSG00000153094	2	111876955	111926024	0	0	0.42	1	0.049595	1	1	1	0.198571697410211	1	1
USP6NL	ENSG00000148429	10	11495945	11653753	0.24788	0.152	0.42	1	1	1	1	1	1	1	1
ADAR	ENSG00000160710	1	154554538	154600475	0.26415	0.171	0.42	1	1	1	1	1	1	1	1
DNTTIP1	ENSG00000101457	20	44420576	44440066	0.1834	0.089	0.42	1	1	1	1	1	1	1	1
MBOAT2	ENSG00000143797	2	8992820	9143942	0.21291	0.116	0.42	1	1	0.0276769614833848	1	0.0276769614833848	0.126958510240018	1	1
RNF113A	ENSG00000125352	X	119004497	119005791	0	0	0.42	1	1	1	1	1	1	1	1
CXXC4	ENSG00000168772	4	105389469	105416058	0	0	0.42	1	0.344666	1	1	1	0.711797139217566	1	1
CXXC5	ENSG00000171604	5	139026884	139063467	0	0	0.42	1	1	1	1	1	1	1	1
GOLGB1	ENSG00000173230	3	121382046	121468602	0.33039	0.261	0.42	1	1	1	1	1	1	1	1
IRF2	ENSG00000168310	4	185308867	185395734	0.16259	0.073	0.42	1	0.00139986	1	1	1	0.0105988762726791	1	0.214627244521752
PCDH7	ENSG00000169851	4	30722037	31148422	0.22381	0.126	0.42	1	1	0.0442636806456166	1	0.0442636806456166	0.182259723677241	1	1
TBK1	ENSG00000183735	12	64845660	64895888	0.25379	0.159	0.42	1	0.349365	1	1	1	0.716770530141085	1	1
CC2D1A	ENSG00000132024	19	14017014	14041692	0.27296	0.182	0.42	1	0.040196	1	1	1	0.169385453238813	1	1
POU6F1	ENSG00000184271	12	51580719	51611477	0.088493	0.03	0.42	1	1	1	1	1	1	1	1
GRID2IP	ENSG00000215045	7	6537093	6591067	0.24735	0.152	0.42	1	0.0534947	1	1	1	0.210136419889044	1	1
MFAP3L	ENSG00000198948	4	170907748	170954182	0.088489	0.03	0.42	1	1	1	1	1	1	1	1
FAM84A	ENSG00000162981	2	14772810	14790933	0	0	0.42	1	1	1	0.0059520722410842	0.0059520722410842	0.0364505847104969	1	0.495118103986051
IFFO2	ENSG00000169991	1	19230775	19283180	0.18352	0.089	0.42	1	0.0340966	1	1	1	0.149293927282671	1	1
PIM1	ENSG00000137193	6	37137979	37143202	0.13354	0.054	0.42	2	1	1	1	1	1	1	1
CXorf23	ENSG00000173681	X	19930978	19988416	0.20026	0.104	0.421	2	1	1	1	1	1	1	1
INTS5	ENSG00000185085	11	62414320	62420774	0.21313	0.116	0.421	2	1	1	1	1	1	1	1
ERH	ENSG00000100632	14	69846848	69865344	0	0	0.421	2	1	1	1	1	1	1	1
CYTH3	ENSG00000008256	7	6201407	6312275	0.18393	0.09	0.421	2	0.019598	1	1	1	0.0966637594163452	1	0.897856342967086
VAC14	ENSG00000103043	16	70721342	70835064	0.24142	0.145	0.421	2	0.0382962	1	1	1	0.163233899212096	1	1
MMS19	ENSG00000155229	10	99218081	99258551	0.27323	0.182	0.421	2	0.118588	1	1	1	0.371429472188223	1	1
TAF2	ENSG00000064313	8	120743015	120845103	0.28054	0.191	0.421	2	1	1	1	1	1	1	1
KIAA1217	ENSG00000120549	10	23983675	24836772	0.2926	0.207	0.421	2	1	1	1	1	1	1	1
ITGA9	ENSG00000144668	3	37493606	37865005	0.27345	0.182	0.421	2	1	1	1	1	1	1	1
KLF9	ENSG00000119138	9	72999503	73029540	0	0	0.421	2	1	1	1	1	1	1	1
KIAA0100	ENSG00000007202	17	26941458	26972472	0.32142	0.247	0.421	2	1	0.0409509472545574	0.0526221848512549	0.0409509472545574	0.171804798892114	1	1
SHPRH	ENSG00000146414	6	146185381	146285559	0.30883	0.229	0.421	2	0.00529947	1	1	1	0.0330694795774637	1	0.462370574980751
SEZ6L2	ENSG00000174938	16	29882480	29910868	0.24844	0.152	0.421	2	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
PARG	ENSG00000227345	10	51026325	51130715	0.22405	0.126	0.421	2	0.269273	1	1	1	0.622567131434931	1	1
POU4F1	ENSG00000152192	13	79172497	79177673	0	0	0.421	2	1	1	1	1	1	1	1
EZH1	ENSG00000108799	17	40852293	40897071	0.26011	0.166	0.421	2	1	1	1	1	1	1	1
SCYL3	ENSG00000000457	1	169818772	169863408	0.2331	0.136	0.421	2	1	1	1	1	1	1	1
ELMOD1	ENSG00000110675	11	107461817	107537505	0.16337	0.073	0.422	2	0.332867	1	1	1	0.69902478367303	1	1
CNTNAP1	ENSG00000108797	17	40834631	40851832	0.30038	0.217	0.422	2	1	1	1	1	1	1	1
RP11-598P20.5	ENSG00000254673	8	42873567	42932477	0.13399	0.054	0.422	2	1	1	1	1	1	1	1
SLC6A17	ENSG00000197106	1	110693108	110744824	0.21395	0.116	0.422	2	1	1	1	1	1	1	1
EPHB4	ENSG00000196411	7	100400187	100425121	0.27024	0.177	0.422	2	0.0144986	1	1	1	0.0758813690116866	1	0.769735870491773
PLEKHA6	ENSG00000143850	1	204187979	204346793	0.26998	0.177	0.422	2	1	1	1	1	1	1	1
DVL3	ENSG00000161202	3	183873176	183891398	0.22458	0.127	0.422	2	0.116988	1	1	1	0.368007269678037	1	1
